MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8405100199,HSC, , , , , ,BASSETT HALL,BASSETT HALL, , ,522 E FRANCIS ST,WILLIAMSBURG,VA,23185,23185, , , , , ,7572207453,HTTP://WWW.COLONIALWILLIAMSBURG.COM/DO/REVOLUTIONARY-CITY/TOUR-THE-CITY/BASSETT-HALL/, , , , , , , , , , , , , , ,-76.69271,37.27055,3,5,2,51,830,522 E FRANCIS ST,WILLIAMSBURG,VA,23185,23185,0,0,0,0,1,0,0,0, 
8405100203,HSC, , , ,038932224, ,BELLE GROVE PLANTATION,BELLE GROVE PLANTATION, , ,336 BELLE GROVE RD,MIDDLETOWN,VA,22645,22645, , , , , ,5408692028,HTTP://WWW.BELLEGROVE.ORG, , , , , , , , , , , , , , ,-78.27177,39.01978,3,5,4,51, ,336 BELLE GROVE RD,MIDDLETOWN,VA,22645,22645,0,0,0,0,1,0,0,0, 
8405100207,HSC,010605122, ,A80, ,541618,REMINGTON COMMUNITY PARTNERSHIP,REMINGTON COMMUNITY PARTNERSHIP INC, , ,PO BOX 278,REMINGTON,VA,22734-0278,22734, , , , , ,5404392363,HTTP://WWW.REMINGTONVA.ORG/,REMINGTON COMMUNITY PARTNERSHIP INC,201406,0,0,0,PO BOX 278,REMINGTON,VA,22734-0278,200210, , , , ,-77.80999,38.53656,3,5,3,51,061,PO BOX 278,REMINGTON,VA,22734-0278,22734,1,1,0,0,0,0,0,0, 
8405100208,HSC,010761701, ,A80, , ,CROSS KEYS-GOODS MILL HISTORICAL SOCIETY,CROSS KEYS-GOODS MILL HISTORICAL SOCIETY, , ,6601 NEW HAVEN RD,PORT REPUBLIC,VA,24471-2432,24471, , , , , , , ,CROSS KEYS-GOODS MILL HISTORICAL SOCIETY,201312,1,1220, ,6601 NEW HAVEN RD,PORT REPUBLI,VA,24471-2432,200501, , , , ,-78.80655,38.29798,3,5,4,51,165,6601 NEW HAVEN RD,PORT REPUBLI,VA,24471-2432,24471,1,1,0,0,0,0,0,0, 
8405100211,HSC,010935241, , , , ,CAROLINE HISTORICAL SOCIETY,CAROLINE HISTORICAL SOCIETY, , ,PO BOX 324,BOWLING GREEN,VA,22427,22427,PO BOX 324,BOWLING GREEN,VA,22427,22427,8046334875, , , , , , , , , , , , , , , ,-77.29422,38.02728,3,5,4,51,033,PO BOX 324,BOWLING GREEN,VA,22427,22427,0,1,0,0,0,0,0,0, 
8405100212,HSC,020584408, ,A80, , ,BUENA VISTA COLORED SCHOOL HISTORICAL SOCIETY,BUENA VISTA COLORED SCHOOL HISTORICAL SOCIETY INC, , ,2455 SYCAMORE AVENUE,BUENA VISTA,VA,24416,24416,2455 SYCAMORE AVENUE,BUENA VISTA,VA,24416,24416, ,HTTP://BUENAVISTACOLOREDSCHOOL.COM/, , , , , , , , , , , , , , ,-79.35367,37.73889,3,5,3,51,530,2455 SYCAMORE AVENUE,BUENA VISTA,VA,24416,24416,0,1,0,0,0,0,0,0, 
8405100214,HSC,020638295, ,A80, , ,FOX HILL HISTORICAL SOCIETY,FOX HILL HISTORICAL SOCIETY, , ,208 BEACH RD,HAMPTON,VA,23664-2053,23664, , , , , ,7579273631, ,FOX HILL HISTORICAL SOCIETY,201312,0,0,0,208 BEACH RD,HAMPTON,VA,23664-2053,200402, , , , ,-76.29831,37.07641,3,5,1,51,650,208 BEACH RD,HAMPTON,VA,23664-2053,23664,1,1,0,0,0,0,0,0, 
8405100215,HSC,020696188, ,A80, ,813410,HEREDITARY ORDER OF THE FAMILIES OF THE PRESIDENTS AND FIRST LADIES OF AMERICA,HERED ORDER OF FAM OF THE PRESIDENT AND FIRST LADIES OF AME, ,HERED ORDER OF FAM OF THE PRESIDENT AND FIRST LADIES OF AMER,311 GREENWAY LANE,RICHMOND,VA,23226-1631,23226, , , , , , ,HTTP://WWW.PRESIDENTSANDFIRSTLADIES.ORG/,HERED ORDER OF FAM OF THE PRESIDENT AND FIRST LADIES OF AME,201412,0,0,0,8270 CLEARY BLVD APT 271,PLANTATION,FL,33324-1387,200601, , , , ,-80.26008,26.13313,3,5,4,12,011,8270 CLEARY BLVD APT 271,PLANTATION,FL,33324-1387,33324,1,1,0,0,0,0,0,0, 
8405100223,HSC,043753324, ,A80, ,713990,SCOTT COUNTY REGIONAL HORSE ASSOCIATION,SCOTT COUNTY REGIONAL HORSE ASSOC, , ,240 CUB CREEK LANE,DUNGANNON,VA,24251-0342,24251,240 CUB CREEK LANE,DUNGANNON,VA,24251-0342,24251, ,HTTP://SCHORSE.ORG/,SCOTT COUNTY REGIONAL HORSE ASSOC,201312,3,44126,44126,PO BOX 342,GATE CITY,VA,24251-0342,200510, , , , ,-82.51383,36.8228,3,5,4,51,169,240 CUB CREEK LANE,DUNGANNON,VA,24251-0342,24251,1,1,0,0,0,0,0,0, 
8405100224,HSC,050582680, ,A80, ,712120,SHENANDOAH VALLEY GENEALOGICAL SOCIETY,SHENANDOAH VALLEY GENEALOGICAL SOCIETY, , ,PO BOX 2234,WINCHESTER,VA,22625-1841,22625, , , , , , ,HTTP://WWW.SVGS.ORG/,SHENANDOAH VALLEY GENEALOGICAL SOCIETY,201312,0,0,0,PO BOX 2234,WINCHESTER,VA,22604-1434,200412, , , , ,-78.15462,39.18715,3,5,1,51,840,PO BOX 2234,WINCHESTER,VA,22604-1434,22604,1,1,0,0,0,0,0,0, 
8405100225,HSC,061674221, ,A80, ,712120,BLUEMONT,FRIENDS OF BLUEMONT, , ,BOX 214,BLUEMONT,VA,20135-0214,20135, , , , , , ,HTTP://WWW.BLUEMONTVA.ORG/,FRIENDS OF BLUEMONT,201412,0,0,0,PO BOX 214,BLUEMONT,VA,20135-0214,200307, , , , ,-77.87128,39.0942,3,5,4,51,107,PO BOX 214,BLUEMONT,VA,20135-0214,20135,1,1,0,0,0,0,0,0, 
8405100232,HSC,141891702, ,A80, , ,BUCKLAND PRESERVATION SOCIETY,BUCKLAND PRESERVATION SOCIETY, , ,8001 CERRO GORDO RD,GAINESVILLE,VA,20155-1947,20155, , , , , ,7037544000, ,BUCKLAND PRESERVATION SOCIETY,201312,3,72243,72243,8001 CERRO GORDO RD,GAINESVILLE,VA,20155-1947,200405, , , , ,-77.67217,38.78251,3,5,4,51,153,8001 CERRO GORDO RD,GAINESVILLE,VA,20155-1947,20155,1,1,0,0,0,0,0,0, 
8405100233,HSC,141961738, ,A80, , ,SOUTHERN FAUQUIER HISTORICAL SOCIETY,SOUTHERN FAUQUIER HISTORICAL SOCIETY INC, , ,9842 ROUTTS HILL RD,WARRENTON,VA,20186,20186, , , , , ,5404393303,HTTP://WWW.FAUQUIERHISTORYLIVE.ORG/,SOUTHERN FAUQUIER HISTORICAL SOCIETY INC,201212,0,0,0,9842 ROUTTS HILL RD,WARRENTON,VA,20186-0000,200607, , , , ,-77.83317,38.62689,3,5,4,51,061,9842 ROUTTS HILL RD,WARRENTON,VA,20186-0000,20186,1,1,0,0,0,0,0,0, 
8405100236,HSC,161683676, ,A80, ,712110,HARRISONBURG CHILDREN'S MUSEUM,HARRISONBURG CHILDRENS MUSEUM, , ,PO BOX 957,HARRISONBURG,VA,22803-0957,22803,150 S MAIN ST,HARRISONBURG,VA,22803-0957,22803,5404428900,HTTP://WWW.IEXPLOREMORE.COM/,HARRISONBURG CHILDRENS MUSEUM,201312,4,451741,423498,PO BOX 957,HARRISONBURG,VA,22803-0957,200401, , , , ,-78.86892,38.44773,3,5,1,51,660,150 S MAIN ST,HARRISONBURG,VA,22803-0957,22803,1,1,0,1,0,0,0,0, 
8405100237,HSC,161765591, ,A80, , ,SUFFOLK RIVER HERITAGE,SUFFOLK RIVER HERITAGE INC, , ,8400 CHERRY POINT RD,SUFFOLK,VA,23436-1006,23436, , , , , , ,HTTP://SUFFOLK-RIVER-HERITAGE.ORG/,SUFFOLK RIVER HERITAGE INC,201312,3,72803,72803,8400 CHERRY POINT RD,SUFFOLK,VA,23436-1006,200612, , , , ,-76.51876,36.90364,3,5,4,51,800,8400 CHERRY POINT RD,SUFFOLK,VA,23436-1006,23436,1,1,0,0,0,0,0,0, 
8405100239,HSC,200019552, ,A80, ,712120,SOUTH CENTRAL VIRGINIA GENEALOGICAL SOCIETY,SOUTH CENTRAL VIRGINIA GENEALOGICAL SOCIETY INC, , ,121 LEGRAND AVENUE,CHARLOTTE COURT HOUSE,VA,23923,23923,P O BOX 295 112 LE GRANDE AVENUE,CHARLOTTE COURT HOUSE,VA,23923,23923, ,HTTP://WWW.SCVGS.COM/,SOUTH CENTRAL VIRGINIA GENEALOGICAL SOCIETY INC,201412,0,0,0,PO BOX 295,CHARLOTTE CH,VA,23923-0295,201006, , , , ,-78.64709,37.09903,3,5,4,51,037,P O BOX 295 112 LE GRANDE AVENUE,CHARLOTTE COURT HOUSE,VA,23923,23923,1,1,0,0,0,0,0,0, 
8405100240,HSC,200132590, ,A80, ,711130,MUSIC IN TIME,MUSIC IN TIME INC, , ,25 CATOCIN CIRCLE SE 1414,LEESBURG,VA,20177-8721,20177,25 CATOCIN CIRCLE SE 1414,LEESBURG,VA,20177-8721,20177, ,HTTP://WWW.LBGUARDS.ORG,MUSIC IN TIME INC,201212,0,0,0,25 CATOCTIN CIR SE UNIT,LEESBURG,VA,20177-8721,200403, , , , ,-77.56577,39.10685,3,5,2,51, ,25 CATOCIN CIRCLE SE 1414,LEESBURG,VA,20177-8721,20177,1,1,0,0,0,0,0,0, 
8405100241,HSC,200136851, ,A50, , ,ANTIQUE TELESCOPE SOCIETY,ANTIQUE TELESCOPE SOCIETY INC, , ,PO BOX 5163,CHARLOTTESVLE,VA,22905-5163,22905, , , , , , ,HTTP://WWW.OLDSCOPE.ORG/,ANTIQUE TELESCOPE SOCIETY INC,201312,2,11619,11619,PO BOX 5163,CHARLOTTESVL,VA,22905-5163,200403, , , , ,-78.48986,38.02318,3,5,1,51,540,PO BOX 5163,CHARLOTTESVL,VA,22905-5163,22905,1,1,0,0,0,0,0,0, 
8405100243,HSC,200577625, ,A80, ,712120,DIGITAL CONVERSION,DIGITAL CONVERSION INCORPORATED, , ,PO BOX 1476,WINCHESTER,VA,22604-7976,22604, , , , , , , ,DIGITAL CONVERSION INCORPORATED,201312,0,0,0,PO BOX 1476,WINCHESTER,VA,22604-7976,200409, , , , ,-78.15462,39.18715,3,5,1,51,840,PO BOX 1476,WINCHESTER,VA,22604-7976,22604,1,1,0,0,0,0,0,0, 
8405100245,HSC,201067989, ,A80, ,712120,CUMMINGS CAPE FEAR LIGHT ARTILLERY,CUMMINGS CAPE FEAR LIGHT ARTILLERY INC, , ,109 SWANN RD,CUMBERLAND,VA,23040-2663,23040, , , , , , , ,CUMMINGS CAPE FEAR LIGHT ARTILLERY INC,201412,0,0,0,109 SWANN RD,CUMBERLAND,VA,23040-2663,200507, , , , ,-78.2497,37.43383,3,5,4,51,049,109 SWANN RD,CUMBERLAND,VA,23040-2663,23040,1,1,0,0,0,0,0,0, 
8405100248,HSC,201221816, ,A80, , ,FLANARY HISTORICAL SITE,FLANARY HISTORICAL SITE INC, , ,425 QUILLEN TERRACE CIRCLE,NICKELSVILLE,VA,24271-3387,24271, , , , , , , ,FLANARY HISTORICAL SITE INC,201406,0,0,0,425 QUILLEN TERRACE CIR,NICKELSVILLE,VA,24271-3387,200504, , , , ,-82.38523,36.75167,3,5,4,51,169,425 QUILLEN TERRACE CIR,NICKELSVILLE,VA,24271-3387,24271,1,1,0,0,0,0,0,0, 
8405100249,HSC,201453108, ,A80, ,712120,HERITAGE AND HISTORY OF HANOVER COUNTY,HERITAGE AND HISTORY OF HANOVER COUNTY INC, , ,18298 HEWLETT ROAD,BEAVERDAM,VA,23015-1436,23015, , , , , , ,HTTP://WWW.HANOVERHISTORICAL.ORG,HERITAGE AND HISTORY OF HANOVER COUNTY INC,201312,0,0,0,18298 HEWLETT RD,BEAVERDAM,VA,23015-1436,200503, , , , ,-77.5869,37.90643,3,5,4,51,085,18298 HEWLETT RD,BEAVERDAM,VA,23015-1436,23015,1,1,0,0,0,0,0,0, 
8405100254,HSC,202329907, ,A80, ,712120,LINCOLN SOCIETY OF VIRGINIA,LINCOLN SOCIETY OF VIRGINIA, , ,3376 CHARLESTON BLVD,HARRISONBURG,VA,22801-3591,22801, , , , , , , ,LINCOLN SOCIETY OF VIRGINIA,201412,0,0,0,PO BOX 640,HARRISONBURG,VA,22803-0640,200609, , , , ,-78.86598,38.45195,3,5,1,51,660,PO BOX 640,HARRISONBURG,VA,22803-0640,22803,1,1,0,0,0,0,0,0, 
8405100258,HSC,202992779, ,A80, ,813319,JOURNEY THROUGH HALLOWED GROUND,JOURNEY THROUGH HALLOWED GROUND, , ,15481 SECOND ST,WATERFORD,VA,20197-2008,20197, , , , , , , ,JOURNEY THROUGH HALLOWED GROUND,201312,6,2077300,1939429,15481 SECOND ST,WATERFORD,VA,20197-2008,200608, , , , ,-77.61217,39.18667,3,5,4,51,107,15481 SECOND ST,WATERFORD,VA,20197-2008,20197,1,1,0,0,0,0,0,0, 
8405100259,HSC,203090819, ,A80, ,712120,LANGLEY HILL MEETING HOUSE,FRIENDS OF LANGLEY HILL MEETING HOUSE, , ,2621 DEPAUL DR,VIENNA,VA,22180-7052,22180, , , , , ,7035602991, ,FRIENDS OF LANGLEY HILL MEETING HOUSE,201406,0,0,0,2621 DEPAUL DR,VIENNA,VA,22180-7052,200606, , , , ,-77.24266,38.88303,3,5,2,51,059,2621 DEPAUL DR,VIENNA,VA,22180-7052,22180,1,1,0,0,0,0,0,0, 
8405100263,HSC,203707863, ,A80, , ,CLAN MACDOUGALL SOCIETY OF NORTH AMERICA,CLAN MACDOUGALL SOCIETY OF NORTH AMERICA, , ,PO BOX 8714,RESTON,VA,20195-2614,20195, , , , , , ,HTTP://MACDOUGALL.ORG/WP/, , , , , , , , , , , , , , ,-77.32924,38.94756,3,5,1,51,059,PO BOX 8714,RESTON,VA,20195-2614,20195,0,1,0,0,0,0,0,0, 
8405100266,HSC,204534989, ,A80, ,813219,BLACKSTONE,FRIENDS OF BLACKSTONE INC, , ,1220 SNEAD SPRING RD,CREWE,VA,23930-4017,23930, , , , , , , ,FRIENDS OF BLACKSTONE INC,201312,4,131104,131104,1220 SNEAD SPRING RD,CREWE,VA,23930-4017,200607, , , , ,-78.11667,37.10228,3,5,4,51,135,1220 SNEAD SPRING RD,CREWE,VA,23930-4017,23930,1,1,0,0,0,0,0,0, 
8405100273,HSC,205726243, ,A80, , ,EDITH BOLLING WILSON BIRTHPLACEFOUNDATION,EDITH BOLLING WILSON BIRTHPLACEFOUNDATION, , ,145 E MAIN ST,WYTHEVILLE,VA,24382-2319,24382, , , , , ,2762233484,HTTP://EDITHBOLLINGWILSON.ORG/,EDITH BOLLING WILSON BIRTHPLACEFOUNDATION,201312,3,36359, ,145 E MAIN ST,WYTHEVILLE,VA,24382-2319,200802, , , , ,-81.0835,36.95236,3,5,3,51,197,145 E MAIN ST,WYTHEVILLE,VA,24382-2319,24382,1,1,1,0,0,0,0,0, 
8405100277,HSC,208303381, ,A82, , ,WILDERNESS ROAD - VIRGINIA'S HERITAGE MIGRATION ROUTE,WILDERNESS ROAD VIRGINIAS HERITAGEMIGRATION ROUTE, ,WILDERNESS ROAD VIRGINIAS HERITAGE MIGRATION ROUTE,335 CUMMINGS STREET,ABINGDON,VA,24210-3207,24210, , , , , , , ,WILDERNESS ROAD VIRGINIAS HERITAGEMIGRATION ROUTE,201406,0,0,0,335 CUMMINGS ST,ABINGDON,VA,24210-3207,200907, , , , ,-81.97622,36.70769,3,5,2,51,191,335 CUMMINGS ST,ABINGDON,VA,24210-3207,24210,1,1,0,0,0,0,0,0, 
8405100280,HSC,208630795, ,A80, , ,NAVAL HERITAGE SOCIETY,THE NAVAL HERITAGE SOCIETY LTD, , ,6919 BRIMSTONE LANE,FAIRFAX STATION,VA,22039-1818,22039, , , , , , ,HTTP://WWW.NAVALHERITAGE.ORG/,THE NAVAL HERITAGE SOCIETY LTD,201312,0,0,0,6919 BRIMSTONE LN,FAIRFAX STA,VA,22039-1818,200811, , , , ,-77.31792,38.76565,3,5,2,51,059,6919 BRIMSTONE LN,FAIRFAX STA,VA,22039-1818,22039,1,1,0,0,0,0,0,0, 
8405100282,HSC,208969468, ,A80, , ,PRICE FAMILY HISTORICAL SOCIETY,PRICE FAMILY HISTORICAL SOCIETY, , ,2017 DOMINION DR,CHRISTIANSBURG,VA,24073-6021,24073, , , , , , ,HTTP://PRICEFAMILYHISTORICALSOCIETY.ORG,PRICE FAMILY HISTORICAL SOCIETY,201406,0,0,0,2017 DOMINION DR,CHRISTIANSBR,VA,24073-6021,201108, , , , ,-80.45589,37.16301,3,5,2,51,121,2017 DOMINION DR,CHRISTIANSBR,VA,24073-6021,24073,1,1,0,0,0,0,0,0, 
8405100285,HSC,236397427, ,A82, ,712120,DESCENDANTS OF THE SIGNERS OF THE DECLARATION OF INDEPENDENCE,DESCENDANTS OF THE SIGNERS OF THE DECLARATION OF INDEPENDEN, ,DESCENDANTS OF THE SIGNERS OF THE DECLARATION OF INDEPENDENC,8507 HENRICO AVE,RICHMOND,VA,23229-6415,23229, , , , , , ,HTTP://WWW.DSDI1776.COM/,DESCENDANTS OF THE SIGNERS OF THE DECLARATION OF INDEPENDEN,201404,4,176304,117612,PO BOX 425,SALEM,OR,97308-0425,194910, , , , ,-123.04013,44.93692,6,8,4,41,047,PO BOX 425,SALEM,OR,97308-0425,97308,1,1,0,0,0,0,0,0, 
8405100286,HSC,236434365, ,A82, , ,ORGAN HISTORICAL SOCIETY,ORGAN HISTORICAL SOCIETY INC, , ,PO BOX 26811,RICHMOND,VA,23261-6811,23261, , , , , ,8043539226,HTTP://WWW.ORGANSOCIETY.ORG/,ORGAN HISTORICAL SOCIETY INC,201309,5,956696,660627,PO BOX 26811,RICHMOND,VA,23261-6811,199502, , , , ,-77.45841,37.54864,3,5,1,51,760,PO BOX 26811,RICHMOND,VA,23261-6811,23261,1,1,0,0,0,0,0,0, 
8405100288,HSC,237058587, ,A82, , ,LOUISA COUNTY HISTORICAL SOCIETY,LOUISA COUNTY HISTORICAL SOCIETY, , ,PO BOX 1172,LOUISA,VA,23093-1172,23093, , , , , ,5409675975, ,LOUISA COUNTY HISTORICAL SOCIETY,201312,4,190690,190690,PO BOX 1172,LOUISA,VA,23093-1172,197003, , , , ,-78.03836,38.0088,3,5,4,51,109,PO BOX 1172,LOUISA,VA,23093-1172,23093,1,1,0,0,0,0,0,0, 
8405100289,HSC,237060574, ,A82, , ,OCCOQUAN HISTORICAL SOCIETY,THE OCCOQUAN HISTORICAL SOCIETY INC, , ,PO BOX 65,OCCOQUAN,VA,22125,22125,413 MILL STREET,OCCOQUAN,VA,22125,22125,7034917525,HTTP://WWW.OCCOQUANHISTORICALSOCIETY.ORG,THE OCCOQUAN HISTORICAL SOCIETY INC,201406,0,0,0,PO BOX 65,OCCOQUAN,VA,22125-0065,197004, , , , ,-77.25997,38.68344,3,5,2,51, ,413 MILL STREET,OCCOQUAN,VA,22125,22125,1,1,1,0,0,0,0,0, 
8405100290,HSC,237060636, ,A80,019200612, ,MATHEWS COUNTY HISTORICAL SOCIETY,MATHEWS COUNTY HISTORICAL SOCIETY INC, , ,PO BOX 855,MATHEWS,VA,23109-0855,23109, , , , , ,8047252614,HTTP://WWW.MATHEWSCOUNTYHISTORICALSOCIETY.ORG/,MATHEWS COUNTY HISTORICAL SOCIETY INC,201212,2,19082,16513,PO BOX 855,MATHEWS,VA,23109-0855,197003, , , , ,-76.32339,37.43011,3,5,4,51,115,PO BOX 855,MATHEWS,VA,23109-0855,23109,1,1,0,1,0,0,0,0, 
8405100293,HSC,237088239, ,A80, , ,BATH COUNTY HISTORICAL SOCIETY,BATH COUNTY HISTORICAL SOCIETY INC, , ,PO BOX 212,WARM SPRINGS,VA,24484-0212,24484, , , , , ,5408392543, ,BATH COUNTY HISTORICAL SOCIETY INC,201312,3,36079,33152,PO BOX 212,WARM SPRINGS,VA,24484-0212,197012, , , , ,-79.77627,38.14871,3,5,4,51,017,PO BOX 212,WARM SPRINGS,VA,24484-0212,24484,1,1,0,0,0,0,0,0, 
8405100294,HSC,237090646, ,A82,085848682, ,ROCKBRIDGE HISTORICAL SOCIETY,ROCKBRIDGE HISTORICAL SOCIETY, , ,PO BOX 1409,LEXINGTON,VA,24450-1409,24450,101 E WASHINGTON STREET,LEXINGTON,VA,24450-1409,24450,5404641058,HTTP://WWW.ROCKHIST.ORG/,ROCKBRIDGE HISTORICAL SOCIETY,201312,3,89736, ,PO BOX 1409,LEXINGTON,VA,24450-1409,198806, , , , ,-79.44085,37.7843,3,5,3,51,678,101 E WASHINGTON STREET,LEXINGTON,VA,24450-1409,24450,1,1,0,0,0,0,0,0, 
8405100295,HSC,237120439, ,A82, , ,DANVILLE HISTORICAL SOCIETY,DANVILLE HISTORICAL SOCIETY, , ,PO BOX 6,DANVILLE,VA,24543,24543, , , , , , ,HTTP://DANVILLEHISTORICALSOCIETY.ORG,DANVILLE HISTORICAL SOCIETY,201312,0,0,0,PO BOX 6,DANVILLE,VA,24543-0006,197201, , , , ,-79.51376,36.58423,3,5,4,51,590,PO BOX 6,DANVILLE,VA,24543-0006,24543,1,1,0,0,0,0,0,0, 
8405100299,HSC,237167441, , , , ,JEFFERSON HISTORICAL TRAIL,JEFFERSON HISTORICAL TRAIL INC, , ,PO BOX 3019,CHARLOTTESVILLE,VA,22903,22903, , , , , , , , , , , , , , , , , , , , , ,-78.52692,38.0318,3,5,2,51, ,PO BOX 3019,CHARLOTTESVILLE,VA,22903,22903,0,1,0,0,0,0,0,0, 
8405100301,HSC,237182330, ,A82, , ,PATRICK COUNTY HISTORICAL SOCIETY,PATRICK COUNTY HISTORICAL SOCIETY INC, , ,PO BOX 1045,STUART,VA,24171,24171,116 W BLUE RIDGE ST,STUART,VA,24171,24171,2766942840,HTTP://WWW.PATCOVAHISTORY.ORG/,PATRICK COUNTY HISTORICAL SOCIETY INC,201404,0,0,0,PO BOX 1045,STUART,VA,24171-1045,197302, , , , ,-80.2723,36.64411,3,5,4,51,141,116 W BLUE RIDGE ST,STUART,VA,24171,24171,1,1,0,0,0,0,0,0, 
8405100304,HSC,237189046, ,A82, ,712110,HISTORIC GORDONSVILLE,HISTORIC GORDONSVILLE INC, , ,PO BOX 542,GORDONSVILLE,VA,22942-0542,22942,400 S MAIN ST,GORDONSVILLE,VA,22942-0542,22942,5408322944, ,HISTORIC GORDONSVILLE INC,201306,4,121373,110128,400 SOUTH MAIN STREET,GORDONSVILLE,VA,22942-0000,197205, , , , ,-78.1884,38.13922,3,5,4,51,137,400 S MAIN ST,GORDONSVILLE,VA,22942-0542,22942,1,1,0,0,0,0,0,0, 
8405100305,HSC,237219373, ,A82,797947066, ,HISTORIC HOPEWELL FOUNDATION,HISTORIC HOPEWELL FOUNDATION INC, , ,603 BROWN AVE,HOPEWELL,VA,23860-1509,23860, , , , , ,8044582564,HTTP://WWW.HISTORICHOPEWELL.ORG,HISTORIC HOPEWELL FOUNDATION INC,201406,4,138725,90064,400 WESTON LN,HOPEWELL,VA,23860-2218,197203, , , , ,-77.3022,37.30459,3,5,2,51,670,400 WESTON LN,HOPEWELL,VA,23860-2218,23860,1,1,0,0,1,0,0,0, 
8405100306,HSC,237222127, ,A82,198323800, ,HISTORIC STAUNTON FOUNDATION,HISTORIC STAUNTON FOUNDATION INC, , ,20 S NEW ST,STAUNTON,VA,24401-4308,24401, , , , , ,5408857676,HTTP://HISTORICSTAUNTON.ORG,HISTORIC STAUNTON FOUNDATION INC,201312,4,139466,109821,20 S NEW ST,STAUNTON,VA,24401-4308,197211, , , , ,-79.07164,38.14953,3,5,1,51,790,20 S NEW ST,STAUNTON,VA,24401-4308,24401,1,1,1,0,1,0,0,0, 
8405100307,HSC,237225383, ,A82, , ,EASTERN SHORE OF VA HISTORICAL SOCIETY,EASTERN SHORE OF VA HISTORICAL SOCIETY, , ,PO BOX 179,ONANCOCK,VA,23417,23417,69 MARKET STREET,ONANCOCK,VA,23417,23417,7577878012,HTTP://WWW.SHOREHISTORY.ORG/,EASTERN SHORE OF VA HISTORICAL SOCIETY,201312,4,489376,263496,PO BOX 179,ONANCOCK,VA,23417-0179,197210, , , , ,-75.74482,37.71133,3,5,4,51,001,69 MARKET STREET,ONANCOCK,VA,23417,23417,1,1,0,0,0,0,0,0, 
8405100308,HSC,237230027, , , , ,HISTORIC GREEN SPRINGS,HISTORIC GREEN SPRINGS INC, , ,PO BOX 1685,LOUISA,VA,23093-2309,23093, , , , , , , ,HISTORIC GREEN SPRINGS INC,201307,0,0,0,PO BOX 1685,LOUISA,VA,23093-1685,197212, , , , ,-78.03836,38.0088,3,5,4,51,109,PO BOX 1685,LOUISA,VA,23093-1685,23093,1,1,0,0,0,0,0,0, 
8405100310,HSC,237254907, ,A80, , ,HISTORICAL SOCIETY OF WASHINGTON COUNTY,HISTORICAL SOCIETY OF WASHINGTON COUNTY INC, , ,PO BOX 484,ABINGDON,VA,24212-0484,24212,306 DEPOT SQUARE SW,ABINGDON,VA,24212-0484,24212,2766238337,HTTP://HSWCV.ORG/,HISTORICAL SOCIETY OF WASHINGTON COUNTY INC,201312,3,40038,32155,PO BOX 484,ABINGDON,VA,24212-0484,197301, , , , ,-81.98177,36.70758,3,5,2,51,191,306 DEPOT SQUARE SW,ABINGDON,VA,24212-0484,24212,1,1,0,0,0,0,0,0, 
8405100312,HSC,237302391, ,A82, , ,BEDFORD HISTORICAL SOCIETY,BEDFORD HISTORICAL SOCIETY INCORPORATED HARRISON BLDG, ,BEDFORD HISTORICAL SOCIETY INCORPORATED HARRISON BLDG,PO BOX 602,BEDFORD,VA,24523-0602,24523,315 NORTH BRIDGE STREET,BEDFORD,VA,24523-0602,24523, ,HTTP://WWW.BEDFORDHISTORY.ORG/,BEDFORD HISTORICAL SOCIETY INCORPORATED HARRISON BLDG,201401,2,15452,14549,PO BOX 602,BEDFORD,VA,24523-0602,197711, , , , ,-79.52276,37.33655,3,5,3,51, ,315 NORTH BRIDGE STREET,BEDFORD,VA,24523-0602,24523,1,1,0,0,0,0,0,0, 
8405100314,HSC,237348622, ,A82, , ,LOUDOUN RESTORATION AND PRESERVATION SOCIETY,LOUDOUN RESTORATION AND PRESERVATION SOCIETY, , ,PO BOX 351,LEESBURG,VA,20178-0351,20178,PO BOX 351,LEESBURG,VA,20178-0351,20178, ,HTTP://WWW.PRESERVELOUDOUN.ORG/,LOUDOUN RESTORATION AND PRESERVATION SOCIETY,201403,1,2360,2360,PO BOX 351,LEESBURG,VA,20178-0351,197408, , , , ,-77.56322,39.11499,3,5,2,51,107,PO BOX 351,LEESBURG,VA,20178-0351,20178,1,1,0,0,0,0,0,0, 
